timestamp,Tair_C,RH_p,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C
1/1/24 12:48,-9.3,76.6,-7.06,-7.44,-5.13,-7.56,-7.63,-7.69,-7.25,-6,-2.56,1.19,3.38
1/1/24 12:52,-9.3,76.6,-7.06,-7.25,-4.94,-7.31,-7.38,-7.38,-7,-5.75,-2.44,1.19,3.38
1/1/24 12:56,-9.3,76.7,-7,-7.69,-5.38,-7.63,-7.69,-7.69,-7.44,-6.25,-2.5,1.19,3.38
1/1/24 13:00,-9.3,76.7,-7,-7.75,-5.38,-7.75,-7.69,-7.75,-7.38,-6,-2.5,1.19,3.38
1/1/24 13:04,-9.1,76.3,-6.94,-7.75,-5.31,-7.75,-7.81,-7.88,-7.5,-6.19,-2.56,1.13,3.38
1/1/24 13:08,-9.1,76.3,-6.94,-7.69,-5.38,-7.75,-7.81,-7.81,-7.5,-6.19,-2.5,1.19,3.38
1/1/24 13:12,-9.2,75.6,-6.94,-7.88,-5.5,-7.81,-7.94,-7.94,-7.56,-6.31,-2.56,1.13,3.38
1/1/24 13:16,-9.2,75.6,-6.88,-7.75,-5.5,-7.88,-7.94,-8,-7.63,-6.38,-2.56,1.13,3.38
1/1/24 13:20,-9.3,75,-6.94,-7.88,-5.5,-7.94,-7.94,-8,-7.63,-6.31,-2.56,1.19,3.38
1/1/24 13:24,-9.3,75,-6.88,-7.94,-5.63,-8,-8,-8.06,-7.69,-6.5,-2.63,1.13,3.38
1/1/24 13:28,-9.4,74.8,-6.88,-7.81,-5.44,-7.94,-8,-8.06,-7.75,-6.5,-2.63,1.13,3.38
1/1/24 13:32,-9.4,74.8,-6.81,-8,-5.56,-7.94,-8,-8.06,-7.75,-6.56,-2.63,1.13,3.38
1/1/24 13:36,-9.4,74.4,-6.81,-7.94,-5.44,-7.94,-8,-8,-7.69,-6.38,-2.63,1.13,3.38
1/1/24 13:40,-9.4,74.4,-6.81,-7.75,-5.31,-7.94,-8,-8,-7.63,-6.31,-2.63,1.13,3.38
1/1/24 13:44,-9.5,74.2,-6.81,-8,-5.44,-7.94,-8,-8.06,-7.69,-6.44,-2.56,1.13,3.38
1/1/24 13:48,-9.5,74.2,-6.75,-8.06,-5.81,-8.13,-8.13,-8.19,-7.88,-6.63,-2.69,1.13,3.38
1/1/24 13:52,-9.5,74.3,-6.81,-8,-5.69,-8.06,-8.13,-8.13,-7.75,-6.44,-2.63,1.13,3.38
1/1/24 13:56,-9.5,74.3,-6.81,-8.19,-5.94,-8.19,-8.19,-8.25,-7.94,-6.63,-2.69,1.13,3.38
1/1/24 14:00,-9.5,74,-6.81,-8.06,-5.88,-8.19,-8.25,-8.25,-7.94,-6.63,-2.75,1.13,3.38
1/1/24 14:04,-9.5,74,-6.75,-8.13,-5.94,-8.13,-8.25,-8.31,-8,-6.75,-2.75,1.13,3.38
1/1/24 14:08,-9.5,73.2,-6.81,-8.13,-6,-8.19,-8.25,-8.25,-7.94,-6.75,-2.75,1.13,3.38
1/1/24 14:12,-9.5,73.2,-6.75,-8.25,-6.13,-8.38,-8.38,-8.44,-8.13,-6.81,-2.75,1.13,3.38
1/1/24 14:16,-9.5,73.1,-6.81,-8.13,-5.94,-8.25,-8.31,-8.38,-7.94,-6.56,-2.75,1.13,3.38
1/1/24 14:20,-9.5,73.1,-6.75,-8.19,-5.94,-8.19,-8.25,-8.31,-8,-6.75,-2.75,1.13,3.38
1/1/24 14:24,-9.6,72.9,-6.81,-8.06,-5.81,-8,-8.06,-8.13,-7.81,-6.63,-2.75,1.13,3.31
1/1/24 14:28,-9.6,72.9,-6.75,-7.81,-5.5,-7.75,-7.81,-7.81,-7.5,-6.25,-2.69,1.06,3.38
1/1/24 14:32,-9.5,72.5,-6.69,-7.31,-5.31,-7.63,-7.63,-7.69,-7.31,-6,-2.56,1.06,3.31
1/1/24 14:36,-9.5,72.5,-6.63,-7.31,-5.13,-7.56,-7.56,-7.56,-7.25,-6,-2.56,1.13,3.38
1/1/24 14:40,-9.1,71.7,-6.56,-7.31,-5.38,-7.56,-7.63,-7.69,-7.44,-6.38,-2.63,1.06,3.31
1/1/24 14:44,-9.1,71.7,-6.5,-7,-4.94,-7.06,-7.13,-7.13,-6.75,-5.38,-2.44,1.13,3.38
1/1/24 14:48,-9.1,71,-6.44,-7.13,-4.56,-7.06,-7.25,-7.31,-7,-5.88,-2.5,1.06,3.31
1/1/24 14:52,-9.1,71,-6.38,-7.13,-4.56,-7.13,-7.25,-7.31,-7,-5.81,-2.44,1.13,3.31
1/1/24 14:56,-8.8,70.7,-6.31,-7,-4.5,-7.06,-7.31,-7.31,-7.06,-5.94,-2.5,1.06,3.31
1/1/24 15:00,-8.8,70.7,-6.31,-6.94,-4.56,-7.06,-7.19,-7.25,-6.94,-5.81,-2.38,1.06,3.31
1/1/24 15:04,-8.8,70.2,-6.25,-6.75,-4.75,-7.13,-6.81,-6.81,-6.63,-5.13,-2.25,1.06,3.31
1/1/24 15:08,-8.8,70.2,-6.13,-7.19,-4,-7.19,-7.06,-7.13,-6.94,-5.81,-2.25,1.06,3.31
1/1/24 15:12,-8.5,69.3,-5.94,-6,-4,-7,-7,-7.06,-6.81,-5.63,-2.25,1.06,3.31
1/1/24 15:16,-8.5,69.3,-5.81,-6.38,-4.5,-6.75,-6.69,-6.81,-6.63,-5.56,-2.25,1.06,3.38
1/1/24 15:20,-8.3,68.4,-5.56,-6.75,-4.5,-6.56,-6.63,-6.75,-6.44,-5.19,-2.13,1.06,3.31
1/1/24 15:24,-8.3,68.4,-5.38,-6.81,-4.13,-6.69,-6.56,-6.69,-6.5,-5.31,-2.06,1.06,3.31
1/1/24 15:28,-8.1,68.9,-5.31,-5.94,-3.38,-5.75,-5.38,-5.63,-5.63,-4.5,-1.75,1.06,3.31
1/1/24 15:32,-8.1,68.9,-5.19,-4.94,-2.13,-5.31,-5.31,-5.5,-5.38,-4.19,-1.69,1.06,3.38
1/1/24 15:36,-8.1,68.9,-5,-5.13,-2.06,-4.94,-5,-5.06,-4.88,-4.06,-1.63,1.06,3.5
1/1/24 15:40,-8.1,68.9,-4.81,-5.13,-2.19,-5.19,-5.31,-5.31,-5.06,-3.94,-1.56,1.06,3.5
1/1/24 15:44,-7.1,67.2,-4.63,-5.19,-2,-5.31,-5.38,-5.5,-5.25,-4.06,-1.5,1.06,3.31
1/1/24 15:48,-7.1,67.2,-4.44,-5.5,-3.06,-5.88,-6,-6,-5.69,-4.5,-1.63,1.06,3.31
1/1/24 15:52,-7,64.2,-4.31,-6.31,-3.88,-6.25,-6.19,-6.31,-6.06,-4.88,-1.75,1.06,3.31
1/1/24 15:56,-7,64.2,-4.19,-5.94,-3.94,-6.31,-6.13,-6.31,-6.06,-4.88,-1.75,1.06,3.31
1/1/24 16:00,-7.6,64.8,-4.19,-5.81,-4.13,-6.63,-6.19,-6.31,-6,-4.56,-1.69,1.06,3.31
1/1/24 16:04,-7.6,64.8,-4.13,-6.13,-4.13,-6.06,-6,-6.06,-5.75,-4.5,-1.56,1.06,3.31
1/1/24 16:08,-7.9,64.5,-4.06,-6.69,-4.44,-6.25,-6,-6.31,-6.13,-4.94,-1.63,1.06,3.31
1/1/24 16:13,-7.9,64.5,-4.06,-6.19,-3.31,-5.06,-5.25,-5.38,-5.19,-3.69,-1.38,1.06,3.31
1/1/24 16:17,-8,64,-4.06,-6.44,-1.69,-4.81,-4.88,-5,-4.94,-3.75,-1.19,1.06,3.56
1/1/24 16:21,-8,64,-4.06,-6.25,-1.5,-4.31,-4.31,-4.44,-4.56,-3.56,-1.13,1.06,3.5
1/1/24 16:25,-7.7,63.7,-4.06,-5.63,-1.81,-4.94,-5,-5.13,-5.06,-3.69,-1.06,1.06,3.56
1/1/24 16:29,-7.7,63.7,-4.06,-5.88,-2.31,-5.5,-5.31,-5.63,-5.44,-3.94,-1.13,1.06,3.31
1/1/24 16:33,-7.5,63.2,-4.06,-5,-1.25,-5.06,-5.25,-5.69,-5.5,-4.25,-1.25,1.06,3.31
1/1/24 16:37,-7.5,63.2,-4,-4.94,-0.38,-5.44,-5.25,-5.19,-5.06,-3.56,-0.94,1.06,3.38
1/1/24 16:41,-7.6,62.3,-3.88,-4,-1.63,-3.75,-4.25,-4.69,-4.63,-3.25,-0.88,1.06,3.38
1/1/24 16:45,-7.6,62.3,-3.63,-4.5,0.25,-4,-3.5,-3.38,-3.5,-2.06,-0.63,1.06,3.31
1/1/24 16:49,-7.4,62.1,-3.31,-2.31,0.19,-2.13,-2.25,-2.31,-2.75,-1.56,-0.44,1.06,3.31
1/1/24 16:53,-7.4,62.1,-3.13,-1.81,0.63,-3.19,-3.94,-3.63,-3.56,-2,-0.38,1.06,3.25
1/1/24 16:57,-6.6,61.7,-2.81,-2.75,0.63,-3.56,-3.94,-4.06,-4.06,-2.88,-0.63,1.06,3.44
1/1/24 17:01,-6.6,61.7,-2.63,-2.63,-0.19,-3.63,-3.69,-3.69,-3.75,-2.38,-0.5,1.06,3.38
1/1/24 17:05,-7,62.4,-2.5,-3.31,-0.06,-4.19,-4.38,-4.31,-4.06,-2.56,-0.63,1.06,3.5
1/1/24 17:09,-7,62.4,-2.31,-3.13,0.06,-4.25,-4.44,-4.38,-4.19,-2.63,-0.56,1.06,3.5
1/1/24 17:13,-6.7,62.5,-2.13,-3,-0.25,-3.69,-3.88,-3.75,-3.5,-1.75,-0.38,1.06,3.31
1/1/24 17:17,-6.7,62.5,-1.88,-2.44,0.25,-3.44,-3.81,-3.81,-3.75,-2.75,-0.56,1.06,3.31
1/1/24 17:21,-6.5,61.9,-1.56,-2.56,-0.38,-4.13,-4.31,-4.31,-4.06,-3,-0.63,1.06,3.38
1/1/24 17:25,-6.5,61.9,-1.31,-3.63,-1.06,-3.38,-3.94,-4.13,-3.81,-2.44,-0.5,1.13,3.31
1/1/24 17:29,-6,61.8,-1.19,-4,0.5,-3.19,-3.19,-3.13,-3.31,-2.06,-0.25,1.06,3.25
1/1/24 17:33,-6,61.8,-1,-3.38,0,-2.19,-2.5,-2.75,-3.19,-2.13,-0.31,1.06,3.25
1/1/24 17:37,-5.9,60.3,-0.81,-2.31,0.94,-1.88,-2.5,-2.5,-2.5,-1.25,-0.25,1.06,3.25
1/1/24 17:41,-5.9,60.3,-0.63,-3.31,0,-3.75,-4.13,-4.06,-4.25,-3.31,-0.56,1.13,3.31
1/1/24 17:45,-5.4,61.7,-0.5,-2.38,-0.06,-2.63,-3.75,-4,-3.25,-1.81,-0.25,1.13,3.31
1/1/24 17:49,-5.4,61.7,-0.44,-2.63,0.94,-2.19,-3.75,-3.63,-3.44,-2.44,-0.38,1.06,3.25
1/1/24 17:53,-6.1,62.1,-0.25,-1.94,-0.25,-3.31,-2.5,-2.38,-2.25,-0.94,-0.06,1.13,3.25
1/1/24 17:57,-6.1,62.1,-0.19,-2.44,0.88,-2.81,-2.44,-2.38,-2.38,-1.38,-0.13,1.13,3.25
1/1/24 18:01,-5.1,61.3,-0.13,-2.56,-0.06,-3.38,-3.19,-3.13,-3.19,-2.13,-0.25,1.06,3.25
1/1/24 18:05,-5.1,61.3,0,-2.13,-0.88,-3.13,-2.81,-2.69,-2.56,-1.25,-0.13,1.13,3.25
1/1/24 18:09,-5,59.1,0.19,-2.56,-0.5,-3.06,-2.94,-2.88,-2.94,-1.63,-0.13,1.13,3.25
1/1/24 18:13,-5,59.1,0.38,-2.25,0,-2,-1.5,-1.25,-1.31,0,0.13,1.13,3.25
1/1/24 18:17,-5.7,59.3,0.56,-2.94,0.94,-0.63,-0.5,-1.38,-2.19,-1.19,0,1.13,3.25
1/1/24 18:21,-5.7,59.3,0.75,-0.88,1.31,-2,-2.44,-2.13,-2,-0.69,0.06,1.13,3.25
1/1/24 18:25,-4.3,56.8,0.88,0.19,1.5,-2.31,-1.44,-1.38,-1.5,-0.44,0.13,1.13,3.19
1/1/24 18:29,-4.3,56.8,1,-0.56,-0.25,-1.88,-1.13,-0.81,-0.88,0.75,0.31,1.13,3.19
1/1/24 18:33,-4.1,57.8,1.19,-2.25,1.81,-0.25,0.5,0.44,0,1,0.44,1.13,3.25
1/1/24 18:37,-4.1,57.8,1.25,-1.81,2.31,-0.44,-0.25,-0.19,-0.69,0.19,0.38,1.13,3.25
1/1/24 18:41,-4,57.5,1.31,-1.88,2.44,-0.88,-1.56,-2.19,-3,-2.69,-0.25,1.13,3.25
1/1/24 18:45,-4,57.5,1.38,-1.5,1.63,-2.31,-3.94,-4.19,-4.19,-3.25,-0.38,1.13,3.19
1/1/24 18:49,-4.3,57.2,1.44,-0.5,1.13,-3.94,-4.5,-4.56,-4.19,-3,-0.31,1.13,3.38
1/1/24 18:53,-4.3,57.2,1.56,-1.75,-0.44,-4.5,-4.38,-4,-3.63,-2.19,-0.19,1.13,3.25
1/1/24 18:57,-4,56.9,1.63,-4.13,-1.69,-3.81,-3.13,-3.13,-3.25,-2.38,-0.25,1.13,3.19
1/1/24 19:01,-4,56.9,1.56,-3.94,-1.63,-3.56,-4.06,-4.19,-4.31,-3.13,-0.31,1.13,3.19
1/1/24 19:05,-5.4,58.7,1.38,-3.25,-0.88,-3.69,-4.13,-4.44,-4,-2.75,-0.31,1.13,3.25
1/1/24 19:09,-5.4,58.7,1.25,-3.25,-1.5,-3.69,-4.25,-3.94,-3.56,-2,-0.19,1.13,3.31
1/1/24 19:13,-5.7,60.6,1.19,-3.44,-1.5,-3.38,-3.88,-3.56,-3.31,-2.06,-0.19,1.13,3.19
1/1/24 19:17,-5.7,60.6,1.06,-2.81,-0.56,-4.06,-3.75,-3.75,-3.63,-2.38,-0.25,1.13,3.19
1/1/24 19:21,-5.2,59.4,1,-3.5,-1.44,-3.88,-3.56,-3.44,-3.13,-1.56,-0.06,1.13,3.19
1/1/24 19:25,-5.2,59.4,1,-3.06,-1.19,-3.38,-3.25,-3.25,-3.56,-2.5,-0.25,1.13,3.19
1/1/24 19:29,-5.5,60.2,1,-2.44,-2.25,-2.94,-3.63,-3.44,-3.19,-1.75,-0.13,1.19,3.25
1/1/24 19:33,-5.5,60.2,1,-3.94,-1.69,-3.56,-3.19,-3.19,-3.13,-1.94,-0.13,1.19,3.19
1/1/24 19:37,-5,59,1.06,-3.94,-1.44,-3.31,-3.38,-3.31,-3.19,-1.88,-0.13,1.19,3.25
1/1/24 19:41,-5,59,1,-3.75,-1,-3.19,-3.5,-3.75,-3.88,-2.81,-0.31,1.19,3.19
1/1/24 19:45,-5.2,58.2,1,-2.56,-0.19,-3.88,-4.81,-5,-4.75,-3.38,-0.44,1.19,3.31
1/1/24 19:49,-5.2,58.2,0.94,-5.06,-2.75,-5.44,-5.63,-5.75,-5.38,-4.25,-0.56,1.19,3.31
1/1/24 19:54,-6.3,61.1,0.75,-5.13,-3.44,-5.06,-4.5,-4.69,-4.75,-3.5,-0.38,1.19,3.31
1/1/24 19:58,-6.3,61.1,0.56,-4.94,-3.19,-5.25,-5.13,-5.19,-5.13,-3.38,-0.44,1.19,3.44
1/1/24 20:02,-6.5,61.7,0.31,-5.19,-3.38,-5.31,-5.63,-5.81,-5.44,-3.88,-0.5,1.25,3.5
1/1/24 20:06,-6.5,61.7,0.13,-5.38,-3.38,-5.63,-5.75,-5.94,-5.69,-4.13,-0.56,1.25,3.31
1/1/24 20:10,-7.2,63.4,-0.13,-5.13,-2.81,-4.5,-5.19,-5.19,-5.13,-4.19,-0.56,1.19,3.38
1/1/24 20:14,-7.2,63.4,-0.38,-6.31,-4.19,-6.19,-6.13,-6.44,-6.19,-4.69,-0.63,1.19,3.25
1/1/24 20:18,-7.3,64.2,-0.63,-6.63,-4.94,-6.88,-6.75,-7,-6.56,-4.94,-0.69,1.25,3.25
1/1/24 20:22,-7.3,64.2,-0.88,-6.38,-5,-6.81,-6.69,-7,-6.44,-4.63,-0.63,1.19,3.25
1/1/24 20:26,-8.3,66.8,-1.13,-6.94,-5.38,-7.25,-7.19,-7.31,-6.94,-5.38,-0.81,1.25,3.25
1/1/24 20:30,-8.3,66.8,-1.38,-6.81,-5.38,-7.13,-7.19,-7.25,-6.88,-5.25,-0.81,1.19,3.25
1/1/24 20:34,-8.6,67.1,-1.63,-7,-5.63,-7.38,-7.31,-7.44,-7,-5.25,-0.81,1.19,3.25
1/1/24 20:38,-8.6,67.1,-1.88,-7.5,-5.94,-7.63,-7.56,-7.63,-7.25,-5.63,-0.94,1.25,3.25
1/1/24 20:42,-8.7,68.3,-2.13,-7,-5.5,-7.31,-7.19,-7.31,-6.88,-5.25,-0.88,1.25,3.25
1/1/24 20:46,-8.7,68.3,-2.31,-7.19,-5.88,-7.38,-6.94,-7.19,-6.88,-5.38,-0.94,1.25,3.25
1/1/24 20:50,-8.6,69,-2.56,-7.31,-6,-7.5,-7.44,-7.5,-7.19,-5.75,-0.94,1.25,3.25
1/1/24 20:54,-8.6,69,-2.75,-7.5,-6.25,-7.81,-7.81,-7.88,-7.44,-5.75,-1,1.25,3.25
1/1/24 20:58,-8.6,67.9,-2.94,-7.56,-6.31,-7.81,-7.81,-7.81,-7.44,-5.94,-1.06,1.25,3.25
1/1/24 21:02,-8.6,67.9,-3.13,-7.69,-6.5,-7.94,-7.94,-8,-7.56,-6,-1.13,1.25,3.25
1/1/24 21:06,-9,69.8,-3.38,-7.5,-6.5,-7.94,-8,-8,-7.56,-6,-1.13,1.25,3.25
1/1/24 21:10,-9,69.8,-3.56,-7.63,-6.56,-7.94,-8,-8,-7.56,-6,-1.19,1.25,3.25
1/1/24 21:14,-9.2,70.5,-3.75,-7.31,-6.44,-7.81,-7.81,-7.88,-7.38,-5.69,-1.13,1.25,3.25
1/1/24 21:18,-9.2,70.5,-3.88,-7.38,-6.38,-7.81,-7.81,-7.88,-7.38,-5.75,-1.13,1.25,3.19
1/1/24 21:22,-9.1,71.4,-4.06,-7.38,-6.25,-7.69,-7.69,-7.69,-7.19,-5.63,-1.13,1.25,3.19
1/1/24 21:26,-9.1,71.4,-4.25,-7.56,-6.19,-7.69,-7.69,-7.75,-7.31,-5.88,-1.19,1.25,3.25
1/1/24 21:30,-9.2,71.2,-4.38,-7.19,-6.06,-7.69,-7.69,-7.69,-7.31,-5.81,-1.25,1.25,3.19
1/1/24 21:34,-9.2,71.2,-4.5,-7.44,-6,-7.63,-7.63,-7.63,-7.19,-5.75,-1.25,1.25,3.25
1/1/24 21:38,-9.1,71.6,-4.63,-7.13,-5.81,-7.44,-7.44,-7.5,-7.06,-5.63,-1.25,1.25,3.19
1/1/24 21:42,-9.1,71.6,-4.75,-7.25,-5.81,-7.56,-7.56,-7.63,-7.19,-5.75,-1.31,1.25,3.19
1/1/24 21:46,-9.1,71.6,-4.81,-7.13,-5.88,-7.5,-7.5,-7.56,-7.13,-5.75,-1.31,1.25,3.19
1/1/24 21:50,-9.1,71.6,-4.94,-7.25,-5.69,-7.38,-7.38,-7.44,-7,-5.56,-1.31,1.25,3.19
1/1/24 21:54,-9.1,71,-5,-6.75,-5.38,-7.31,-7.31,-7.38,-6.94,-5.38,-1.25,1.25,3.25
1/1/24 21:58,-9.1,71,-5.13,-7,-5.5,-7.13,-7.13,-7.25,-6.81,-5.5,-1.31,1.25,3.25
1/1/24 22:02,-9,71.4,-5.19,-7.13,-5.63,-7.31,-7.31,-7.31,-6.94,-5.63,-1.38,1.25,3.19
1/1/24 22:06,-9,71.4,-5.25,-7.38,-5.88,-7.5,-7.44,-7.5,-7.19,-5.94,-1.5,1.25,3.19
1/1/24 22:10,-8.9,71.1,-5.31,-7.38,-5.81,-7.5,-7.5,-7.5,-7.13,-5.81,-1.5,1.25,3.19
1/1/24 22:14,-8.9,71.1,-5.38,-7.06,-5.56,-7.19,-7.31,-7.38,-6.94,-5.63,-1.44,1.25,3.19
1/1/24 22:18,-9,70.9,-5.44,-6.69,-5.31,-7.13,-7.25,-7.25,-6.75,-5.31,-1.44,1.25,3.19
1/1/24 22:22,-9,70.9,-5.5,-6.81,-5.38,-7.06,-7.13,-7.19,-6.81,-5.31,-1.44,1.25,3.19
1/1/24 22:26,-8.9,71.9,-5.63,-7.06,-5.44,-7.31,-7.31,-7.31,-6.94,-5.5,-1.5,1.19,3.19
1/1/24 22:30,-8.9,71.9,-5.63,-7.13,-5.56,-7.38,-7.38,-7.44,-7,-5.63,-1.56,1.25,3.19
1/1/24 22:34,-8.8,70.6,-5.69,-7.38,-5.75,-7.5,-7.5,-7.56,-7.19,-5.88,-1.63,1.19,3.19
1/1/24 22:38,-8.8,70.6,-5.75,-7.5,-5.88,-7.63,-7.63,-7.63,-7.19,-5.81,-1.63,1.25,3.19
1/1/24 22:42,-8.9,70.9,-5.75,-7.25,-5.94,-7.5,-7.63,-7.63,-7.25,-5.94,-1.75,1.19,3.19
1/1/24 22:46,-8.9,70.9,-5.81,-7.69,-6.13,-7.63,-7.75,-7.81,-7.44,-6.06,-1.75,1.25,3.19
1/1/24 22:50,-9.1,71.8,-5.88,-7.81,-6.25,-7.88,-7.81,-7.94,-7.56,-6.31,-1.88,1.25,3.19
1/1/24 22:54,-9.1,71.8,-5.94,-7.56,-6.13,-7.69,-7.69,-7.75,-7.38,-6.06,-1.88,1.25,3.19
1/1/24 22:58,-9.2,71.4,-6,-7.69,-6.25,-7.81,-7.88,-7.94,-7.56,-6.19,-1.88,1.19,3.19
1/1/24 23:02,-9.2,71.4,-6.06,-7.5,-6.13,-7.81,-7.88,-7.88,-7.5,-6.06,-1.94,1.19,3.19
1/1/24 23:06,-9.2,71.8,-6.06,-7.69,-6.19,-7.81,-7.88,-7.88,-7.5,-6.13,-1.94,1.19,3.19
1/1/24 23:10,-9.2,71.8,-6.13,-7.63,-6.13,-7.75,-7.88,-7.88,-7.5,-6.06,-1.94,1.19,3.19
1/1/24 23:14,-9.3,71.9,-6.19,-7.69,-6.06,-7.81,-7.81,-7.88,-7.44,-6,-1.94,1.19,3.19
1/1/24 23:18,-9.3,71.9,-6.25,-7.69,-6.06,-7.69,-7.88,-7.94,-7.56,-6.25,-2.06,1.19,3.19
1/1/24 23:22,-9.3,71.8,-6.31,-7.13,-5.75,-7.75,-7.81,-7.81,-7.38,-5.94,-2,1.19,3.19
1/1/24 23:26,-9.3,71.8,-6.31,-7.75,-6.13,-7.81,-7.88,-7.88,-7.56,-6.25,-2.06,1.19,3.19
1/1/24 23:30,-9.3,72.1,-6.38,-7.63,-6.13,-7.88,-7.94,-8,-7.56,-6.06,-2.06,1.13,3.19
1/1/24 23:34,-9.3,72.1,-6.38,-7.75,-6.25,-7.88,-7.94,-8,-7.56,-6,-2.13,1.13,3.19
1/1/24 23:38,-9.5,71.6,-6.44,-7.94,-6.5,-8.06,-8.06,-8.13,-7.75,-6.5,-2.19,1.19,3.19
1/1/24 23:42,-9.5,71.6,-6.44,-8.13,-6.69,-8.25,-8.25,-8.25,-7.94,-6.56,-2.25,1.19,3.19
1/1/24 23:46,-9.5,72.5,-6.5,-8.13,-6.69,-8.25,-8.31,-8.38,-7.94,-6.5,-2.31,1.19,3.19
1/1/24 23:50,-9.5,72.5,-6.56,-8.06,-6.69,-8.13,-8.25,-8.31,-7.88,-6.56,-2.31,1.13,3.19
1/1/24 23:54,-9.6,72.3,-6.63,-7.94,-6.56,-8.19,-8.31,-8.31,-7.88,-6.5,-2.31,1.13,3.19
1/1/24 23:58,-9.6,72.3,-6.69,-7.75,-6.38,-8.31,-8.44,-8.44,-8,-6.63,-2.38,1.13,3.19
1/2/24 0:02,-9.6,72.3,-6.69,-7.88,-6.38,-8.19,-8.25,-8.25,-7.88,-6.56,-2.38,1.13,3.19
1/2/24 0:06,-9.6,72.3,-6.75,-8.13,-6.44,-8.19,-8.19,-8.25,-7.88,-6.5,-2.38,1.13,3.19
1/2/24 0:10,-9.6,72.6,-6.75,-8.13,-6.63,-8.25,-8.25,-8.31,-7.94,-6.75,-2.44,1.13,3.19
1/2/24 0:14,-9.6,72.6,-6.81,-8.13,-6.63,-8.19,-8.31,-8.31,-7.88,-6.38,-2.44,1.13,3.19
1/2/24 0:18,-9.6,72.4,-6.88,-8.31,-6.81,-8.38,-8.44,-8.44,-8.06,-6.75,-2.5,1.13,3.19
1/2/24 0:22,-9.6,72.4,-6.88,-8.13,-6.63,-8.19,-8.25,-8.31,-7.94,-6.63,-2.5,1.13,3.19
1/2/24 0:26,-9.6,72,-6.94,-8.13,-6.5,-8.06,-8.25,-8.25,-7.94,-6.63,-2.5,1.13,3.19
1/2/24 0:30,-9.6,72,-6.94,-8.06,-6.31,-8,-8.13,-8.13,-7.69,-6.38,-2.5,1.13,3.19
1/2/24 0:34,-9.6,72.1,-7,-8.13,-6.44,-8.13,-8.19,-8.25,-7.94,-6.69,-2.56,1.13,3.19
1/2/24 0:38,-9.6,72.1,-7,-8,-6.31,-7.94,-8.13,-8.19,-7.81,-6.56,-2.56,1.13,3.19
1/2/24 0:42,-9.6,71.9,-7,-8.13,-6.44,-8.06,-8.19,-8.19,-7.88,-6.56,-2.63,1.13,3.19
1/2/24 0:46,-9.6,71.9,-7.06,-8.19,-6.5,-8.25,-8.25,-8.31,-7.94,-6.63,-2.63,1.13,3.19
1/2/24 0:50,-9.6,72,-7.13,-8.19,-6.56,-8.25,-8.31,-8.31,-7.94,-6.69,-2.63,1.13,3.19
1/2/24 0:54,-9.6,72,-7.13,-8.19,-6.5,-8.25,-8.25,-8.31,-7.94,-6.63,-2.63,1.13,3.13
1/2/24 0:58,-9.7,71.4,-7.13,-8.06,-6.38,-8.06,-8.19,-8.25,-7.81,-6.31,-2.63,1.13,3.19
1/2/24 1:02,-9.7,71.4,-7.13,-8.19,-6.56,-8.25,-8.25,-8.31,-8,-6.69,-2.69,1.06,3.19
1/2/24 1:06,-9.7,71.5,-7.19,-8.13,-6.44,-8.13,-8.25,-8.31,-7.94,-6.56,-2.63,1.06,3.19
1/2/24 1:10,-9.7,71.5,-7.19,-8.19,-6.56,-8.19,-8.31,-8.38,-7.94,-6.63,-2.69,1.06,3.19
1/2/24 1:14,-9.7,72,-7.19,-7.88,-6.38,-8.25,-8.31,-8.31,-7.81,-6.25,-2.63,1.06,3.19
1/2/24 1:18,-9.7,72,-7.25,-8.38,-6.75,-8.5,-8.63,-8.63,-8.25,-6.88,-2.75,1.06,3.19
1/2/24 1:22,-9.7,71.5,-7.25,-8.56,-7,-8.69,-8.69,-8.69,-8.38,-7.06,-2.81,1.06,3.13
1/2/24 1:26,-9.7,71.5,-7.25,-8.5,-6.94,-8.63,-8.63,-8.63,-8.19,-6.75,-2.75,1.06,3.19
1/2/24 1:30,-9.9,71.6,-7.31,-8.5,-6.94,-8.63,-8.69,-8.69,-8.31,-6.94,-2.81,1.06,3.19
1/2/24 1:34,-9.9,71.6,-7.31,-8.69,-7.06,-8.75,-8.75,-8.81,-8.44,-7,-2.81,1.06,3.19
1/2/24 1:38,-9.9,72.5,-7.38,-8.69,-7.06,-8.75,-8.75,-8.81,-8.44,-7.13,-2.88,1.06,3.13
1/2/24 1:42,-9.9,72.5,-7.38,-8.13,-6.63,-8.56,-8.56,-8.63,-8.13,-6.56,-2.81,1.06,3.19
1/2/24 1:46,-10.1,71.9,-7.44,-8.5,-6.81,-8.63,-8.69,-8.69,-8.19,-6.75,-2.81,1.06,3.19
1/2/24 1:50,-10.1,71.9,-7.44,-8.75,-7.19,-8.81,-8.88,-8.88,-8.5,-7.31,-3,1.06,3.13
1/2/24 1:54,-10.1,72,-7.44,-8.63,-7.13,-8.94,-9,-9.06,-8.63,-7.19,-3,1,3.13
1/2/24 1:58,-10.1,72,-7.56,-9,-7.5,-9.13,-9.19,-9.19,-8.75,-7.19,-3.06,1,3.13
